house_number,area,usage_kwh,total_bill
6162,Urban,1057,481.32
6163,Urban,954,425.08
6164,Urban,850,368.3
6165,Urban,709,291.31
6166,Urban,748,312.61
6167,Urban,876,382.5
6168,Urban,850,368.3
6169,Urban,1048,476.41
6171,Urban,1158,536.47
6173,Urban,1030,466.58
6174,Urban,744,310.42
6176,Urban,1080,493.88
6177,Urban,1080,493.88
6178,Urban,921,407.07
6179,Urban,718,296.23
6180,Urban,1000,450.2
6181,Urban,878,383.59
6185,Urban,983,440.92
6186,Urban,691,281.49
6187,Urban,990,444.74
6188,Urban,992,445.83
6189,Urban,1198,558.31
6190,Urban,709,291.31
6191,Urban,790,335.54
6192,Urban,1101,505.35
6194,Urban,661,265.11
6196,Urban,1097,503.16
6197,Urban,989,444.19
6198,Urban,809,345.91
6199,Urban,744,310.42
6200,Urban,813,348.1
6201,Urban,773,326.26
6202,Urban,751,314.25
6203,Urban,867,377.58
6204,Urban,984,441.46
6205,Urban,912,402.15
6206,Urban,939,416.89
6207,Urban,693,282.58
6208,Urban,882,385.77
6209,Urban,954,425.08
6210,Urban,706,289.68
6212,Urban,1198,558.31
6213,Urban,1180,548.48
6216,Urban,771,325.17
6218,Urban,981,439.83
6219,Urban,1130,521.18
6220,Urban,1080,493.88
6221,Urban,1030,466.58
6222,Urban,880,384.68
6223,Urban,876,382.5
6224,Urban,853,369.94
6225,Urban,1072,489.51
6226,Urban,1046,475.32
6227,Urban,734,304.96
6228,Urban,661,265.11
6229,Urban,679,274.93
6230,Urban,937,415.8
6231,Urban,1060,482.96
6232,Urban,767,322.98
6234,Urban,885,387.41
6235,Urban,714,294.04
6236,Urban,1144,528.82
6238,Urban,901,396.15
6239,Urban,1175,545.75
6241,Urban,696,284.22
6242,Urban,681,276.03
6243,Urban,1045,474.77
6244,Urban,1122,516.81
6245,Urban,1018,460.03
6246,Urban,877,383.04
6247,Urban,906,398.88
6248,Urban,838,361.75
6250,Urban,1055,480.23
6251,Urban,904,397.78
6252,Urban,1179,547.93
6253,Urban,1143,528.28
6254,Urban,987,443.1
6255,Urban,962,429.45
6256,Urban,1107,508.62
6257,Urban,996,448.02
6258,Urban,1049,476.95
6259,Urban,821,352.47
6261,Urban,713,293.5
6262,Urban,1009,455.11
6264,Urban,712,292.95
6265,Urban,802,342.09
6266,Urban,992,445.83
6267,Urban,1046,475.32
6268,Urban,1187,552.3
6269,Urban,1143,528.28
6270,Urban,711,292.41
6271,Urban,699,285.85
6272,Urban,798,339.91
6273,Urban,915,403.79
6274,Urban,864,375.94
6276,Urban,1166,540.84
6277,Urban,675,272.75
6278,Urban,794,337.72
6279,Urban,1009,455.11
6280,Urban,926,409.8
6281,Urban,684,277.66
6282,Urban,1179,547.93
6283,Urban,992,445.83
6284,Urban,862,374.85
6285,Urban,1018,460.03
6286,Urban,1065,485.69
6287,Urban,990,444.74
6288,Urban,1188,552.85
6289,Urban,1109,509.71
6290,Urban,977,437.64
6291,Urban,868,378.13
6292,Urban,972,434.91
6293,Urban,1131,521.73
6294,Urban,705,289.13
6295,Urban,945,420.17
6297,Urban,786,333.36
6298,Urban,1000,450.2
6300,Urban,705,289.13
6301,Urban,755,316.43
6302,Urban,1118,514.63
6303,Urban,1055,480.23
6304,Urban,908,399.97
6305,Urban,1120,515.72
6306,Urban,1150,532.1
6307,Urban,923,408.16
6308,Urban,979,438.73
6310,Urban,655,261.83
6311,Urban,928,410.89
6312,Urban,808,345.37
6314,Urban,809,345.91
6315,Urban,825,354.65
6316,Urban,994,446.92
6317,Urban,893,391.78
6320,Urban,874,381.4
6322,Urban,979,438.73
6323,Urban,874,381.4
6324,Urban,1141,527.19
6325,Urban,842,363.93
6326,Urban,1038,470.95
6327,Urban,958,427.27
6328,Urban,888,389.05
6329,Urban,1182,549.57
6331,Urban,791,336.09
6332,Urban,722,298.41
6333,Urban,888,389.05
6334,Urban,953,424.54
6335,Urban,986,442.56
6336,Urban,709,291.31
6337,Urban,833,359.02
6338,Urban,1038,470.95
6339,Urban,672,271.11
6340,Urban,1035,469.31
6341,Urban,658,263.47
6342,Urban,831,357.93
6343,Urban,968,432.73
6345,Urban,1094,501.52
6347,Urban,893,391.78
6348,Urban,831,357.93
6349,Urban,786,333.36
6350,Urban,696,284.22
6352,Urban,1144,528.82
6353,Urban,959,427.81
6354,Urban,969,433.27
6355,Urban,664,266.74
6356,Urban,774,326.8
6357,Urban,830,357.38
6359,Urban,1031,467.13
6360,Urban,748,312.61
6361,Urban,1000,450.2
6362,Urban,916,404.34
6363,Urban,871,379.77
6364,Urban,895,392.87
6365,Urban,841,363.39
6366,Urban,1114,512.44
6367,Urban,841,363.39
6368,Urban,754,315.88
6369,Urban,837,361.2
6370,Urban,754,315.88
6371,Urban,1003,451.84
6372,Urban,985,442.01
6373,Urban,921,407.07
6374,Urban,994,446.92
6375,Urban,737,306.6
6376,Urban,1031,467.13
6377,Urban,659,264.01
6379,Urban,1199,558.85
6380,Urban,1144,528.82
6381,Urban,1172,544.11
6382,Urban,1028,465.49
6383,Urban,657,262.92
6384,Urban,1019,460.57
6387,Urban,700,286.4
6389,Urban,866,377.04
6391,Urban,922,407.61
6393,Urban,1196,557.22
6394,Urban,1152,533.19
6395,Urban,936,415.26
6396,Urban,1179,547.93
6398,Urban,1101,505.35
6400,Urban,1184,550.66
6401,Urban,841,363.39
6402,Urban,897,393.96
6403,Urban,938,416.35
6404,Urban,1065,485.69
6405,Urban,1082,494.97
6406,Urban,815,349.19
6407,Urban,992,445.83
6408,Urban,1081,494.43
6409,Urban,999,449.65
6410,Urban,1124,517.9
6411,Urban,660,264.56
6412,Urban,1075,491.15
6413,Urban,1133,522.82
6414,Urban,1039,471.49
6415,Urban,1029,466.03
6416,Urban,942,418.53
6417,Urban,1171,543.57
6421,Urban,1122,516.81
6422,Urban,814,348.64
6423,Urban,951,423.45
6424,Urban,756,316.98
6425,Urban,1050,477.5
6426,Urban,655,261.83
6427,Urban,969,433.27
6428,Urban,1200,559.4
6430,Urban,1142,527.73
6431,Urban,838,361.75
6432,Urban,1133,522.82
6434,Urban,1151,532.65
6435,Urban,812,347.55
6436,Urban,891,390.69
6437,Urban,1008,454.57
6439,Urban,1083,495.52
6440,Urban,669,269.47
6441,Urban,900,395.6
6442,Urban,732,303.87
6443,Urban,1048,476.41
6445,Urban,1116,513.54
6447,Urban,1082,494.97
6448,Urban,1058,481.87
6449,Urban,940,417.44
6450,Urban,819,351.37
6451,Urban,1138,525.55
6452,Urban,715,294.59
6453,Urban,918,405.43
6454,Urban,820,351.92
6455,Urban,814,348.64
6457,Urban,909,400.51
6460,Urban,1181,549.03
6462,Urban,752,314.79
6463,Urban,970,433.82
6465,Urban,1106,508.08
6466,Urban,1196,557.22
6468,Urban,1087,497.7
6469,Urban,1051,478.05
6470,Urban,737,306.6
6472,Urban,678,274.39
6473,Urban,1145,529.37
6475,Urban,1035,469.31
6476,Urban,923,408.16
6477,Urban,1119,515.17
6480,Urban,915,403.79
6481,Urban,652,260.19
6483,Urban,1116,513.54
6484,Urban,1153,533.74
6485,Urban,1118,514.63
6487,Urban,843,364.48
6488,Urban,1061,483.51
6490,Urban,831,357.93
6491,Urban,731,303.33
6492,Urban,844,365.02
6493,Urban,947,421.26
6494,Urban,672,271.11
6495,Urban,898,394.51
6496,Urban,936,415.26
6497,Urban,1055,480.23
6498,Urban,781,330.63
6499,Urban,1096,502.62
6500,Urban,782,331.17
6501,Urban,904,397.78
6502,Urban,707,290.22
6503,Urban,900,395.6
6504,Urban,1136,524.46
6505,Urban,812,347.55
6506,Urban,965,431.09
6507,Urban,1024,463.3
6509,Urban,1160,537.56
6510,Urban,685,278.21
6511,Urban,997,448.56
6512,Urban,773,326.26
6513,Urban,875,381.95
6514,Urban,661,265.11
6515,Urban,804,343.18
6520,Urban,942,418.53
6521,Urban,1156,535.38
6522,Urban,1084,496.06
6523,Urban,1136,524.46
6526,Urban,1164,539.74
6527,Urban,805,343.73
6529,Urban,676,273.3
6530,Urban,856,371.58
6531,Urban,833,359.02
6533,Urban,1092,500.43
6534,Urban,801,341.55
6535,Urban,689,280.39
6536,Urban,674,272.2
6538,Urban,929,411.43
6539,Urban,996,448.02
6540,Urban,996,448.02
6541,Urban,1068,487.33
6545,Urban,955,425.63
6546,Urban,998,449.11
6547,Urban,766,322.44
6550,Urban,664,266.74
6551,Urban,889,389.59
6552,Urban,838,361.75
6553,Urban,849,367.75
6554,Urban,993,446.38
6555,Urban,828,356.29
6556,Urban,1174,545.2
6557,Urban,1181,549.03
6558,Urban,1167,541.38
6560,Urban,890,390.14
6561,Urban,1098,503.71
6563,Urban,780,330.08
6564,Urban,675,272.75
6565,Urban,838,361.75
6566,Urban,955,425.63
6567,Urban,865,376.49
6568,Urban,923,408.16
6569,Urban,798,339.91
6570,Urban,744,310.42
6571,Urban,1100,504.8
6572,Urban,957,426.72
6573,Urban,698,285.31
6574,Urban,963,430.0
6575,Urban,697,284.76
6577,Urban,1119,515.17
6578,Urban,1027,464.94
6579,Urban,1037,470.4
6581,Urban,1067,486.78
6582,Urban,1039,471.49
6584,Urban,696,284.22
6585,Urban,927,410.34
6587,Urban,742,309.33
6588,Urban,662,265.65
6591,Urban,1157,535.92
6592,Urban,893,391.78
6593,Urban,831,357.93
6594,Urban,925,409.25
6595,Urban,1183,550.12
6596,Urban,968,432.73
6598,Urban,1075,491.15
6599,Urban,1182,549.57
6600,Urban,723,298.96
6602,Urban,1115,512.99
6603,Urban,1079,493.33
6605,Urban,672,271.11
6606,Urban,851,368.85
6607,Urban,993,446.38
6610,Urban,862,374.85
6611,Urban,770,324.62
6612,Urban,676,273.3
6613,Urban,1010,455.66
6614,Urban,954,425.08
6615,Urban,677,273.84
6616,Urban,1192,555.03
6617,Urban,1160,537.56
6618,Urban,963,430.0
6619,Urban,763,320.8
6623,Urban,949,422.35
6624,Urban,768,323.53
6625,Urban,916,404.34
6626,Urban,714,294.04
6627,Urban,989,444.19
6630,Urban,1125,518.45
6631,Urban,933,413.62
6632,Urban,1119,515.17
6634,Urban,850,368.3
6635,Urban,1087,497.7
6637,Urban,779,329.53
6638,Urban,913,402.7
6639,Urban,1043,473.68
6640,Urban,1148,531.01
6641,Urban,732,303.87
6642,Urban,1174,545.2
6643,Urban,678,274.39
6644,Urban,682,276.57
6645,Urban,893,391.78
6646,Urban,908,399.97
6647,Urban,1170,543.02
6649,Urban,1139,526.09
6650,Urban,1122,516.81
6651,Urban,1113,511.9
6652,Urban,1124,517.9
6653,Urban,674,272.2
6654,Urban,1128,520.09
6655,Urban,1000,450.2
6656,Urban,918,405.43
6658,Urban,1046,475.32
6659,Urban,939,416.89
6660,Urban,674,272.2
6662,Urban,1198,558.31
6663,Urban,691,281.49
6664,Urban,792,336.63
6665,Urban,761,319.71
6666,Urban,886,387.96
6667,Urban,1023,462.76
6668,Urban,1151,532.65
6669,Urban,1085,496.61
6670,Urban,684,277.66
6673,Urban,762,320.25
6674,Urban,997,448.56
6675,Urban,995,447.47
6676,Urban,985,442.01
6679,Urban,667,268.38
6681,Urban,936,415.26
6683,Urban,1021,461.67
6684,Urban,1142,527.73
6685,Urban,1069,487.87
6686,Urban,683,277.12
6687,Urban,896,393.42
6689,Urban,846,366.12
6690,Urban,1175,545.75
6691,Urban,1142,527.73
6692,Urban,971,434.37
6694,Urban,1186,551.76
6695,Urban,659,264.01
6696,Urban,691,281.49
6698,Urban,1018,460.03
6699,Urban,815,349.19
6701,Urban,687,279.3
6702,Urban,1080,493.88
6703,Urban,884,386.86
6704,Urban,883,386.32
6705,Urban,910,401.06
6706,Urban,1122,516.81
6708,Urban,713,293.5
6709,Urban,990,444.74
6710,Urban,996,448.02
6711,Urban,1107,508.62
6713,Urban,1025,463.85
6715,Urban,1068,487.33
6716,Urban,746,311.52
6717,Urban,1110,510.26
6718,Urban,706,289.68
6720,Urban,989,444.19
6721,Urban,1091,499.89
6722,Urban,1077,492.24
6723,Urban,1046,475.32
6724,Urban,728,301.69
6726,Urban,727,301.14
6727,Urban,947,421.26
6728,Urban,899,395.05
6730,Urban,688,279.85
6731,Urban,1104,506.98
6732,Urban,782,331.17
6733,Urban,899,395.05
6734,Urban,764,321.34
6735,Urban,792,336.63
6736,Urban,919,405.97
6737,Urban,1042,473.13
6738,Urban,1166,540.84
6739,Urban,816,349.74
6740,Urban,906,398.88
6742,Urban,660,264.56
6743,Urban,777,328.44
6744,Urban,890,390.14
6745,Urban,972,434.91
6746,Urban,1021,461.67
6747,Urban,940,417.44
6748,Urban,782,331.17
6749,Urban,808,345.37
6751,Urban,1117,514.08
6752,Urban,901,396.15
6753,Urban,854,370.48
6754,Urban,1148,531.01
6755,Urban,933,413.62
6756,Urban,1163,539.2
6757,Urban,684,277.66
6758,Urban,786,333.36
6759,Urban,669,269.47
6761,Urban,1149,531.55
6762,Urban,667,268.38
6763,Urban,813,348.1
6765,Urban,822,353.01
6766,Urban,794,337.72
6767,Urban,1171,543.57
6769,Urban,804,343.18
6770,Urban,659,264.01
6771,Urban,1027,464.94
6772,Urban,710,291.86
6775,Urban,1090,499.34
6776,Urban,777,328.44
6777,Urban,985,442.01
6779,Urban,941,417.99
6780,Urban,1191,554.49
6782,Urban,995,447.47
6783,Urban,775,327.35
6784,Urban,1193,555.58
6785,Urban,779,329.53
6786,Urban,1072,489.51
6788,Urban,1035,469.31
6789,Urban,664,266.74
6790,Urban,659,264.01
6791,Urban,946,420.72
6793,Urban,1185,551.21
6794,Urban,1051,478.05
6796,Urban,1004,452.38
6798,Urban,1142,527.73
6799,Urban,688,279.85
6800,Urban,1021,461.67
6801,Urban,805,343.73
6802,Urban,678,274.39
6803,Urban,671,270.57
6804,Urban,775,327.35
6806,Urban,1191,554.49
6807,Urban,829,356.83
6809,Urban,1032,467.67
6810,Urban,670,270.02
6811,Urban,1054,479.68
6812,Urban,750,313.7
6815,Urban,1199,558.85
6817,Urban,835,360.11
6818,Urban,805,343.73
6819,Urban,850,368.3
6820,Urban,1079,493.33
6822,Urban,660,264.56
6823,Urban,813,348.1
6826,Urban,959,427.81
6827,Urban,953,424.54
6829,Urban,875,381.95
6830,Urban,873,380.86
6831,Urban,722,298.41
6832,Urban,1077,492.24
6833,Urban,851,368.85
6835,Urban,674,272.2
6836,Urban,955,425.63
6837,Urban,1116,513.54
6840,Urban,1037,470.4
6841,Urban,1006,453.48
6842,Urban,1063,484.6
6843,Urban,967,432.18
6844,Urban,1096,502.62
6845,Urban,1139,526.09
6846,Urban,1157,535.92
6847,Urban,1093,500.98
6848,Urban,1002,451.29
6849,Urban,1093,500.98
6850,Urban,1099,504.25
6851,Urban,707,290.22
6852,Urban,1028,465.49
6853,Urban,1131,521.73
6854,Urban,1172,544.11
6855,Urban,1051,478.05
6856,Urban,696,284.22
6857,Urban,1023,462.76
6858,Urban,1120,515.72
6859,Urban,699,285.85
6860,Urban,996,448.02
6861,Urban,1191,554.49
6862,Urban,821,352.47
6863,Urban,1082,494.97
6864,Urban,991,445.29
6865,Urban,735,305.51
6868,Urban,773,326.26
6870,Urban,1087,497.7
6871,Urban,1073,490.06
6872,Urban,706,289.68
6875,Urban,673,271.66
6876,Urban,706,289.68
6877,Urban,777,328.44
6878,Urban,967,432.18
6879,Urban,976,437.1
6881,Urban,928,410.89
6882,Urban,824,354.1
6883,Urban,664,266.74
6885,Urban,876,382.5
6886,Urban,834,359.56
6887,Urban,928,410.89
6889,Urban,871,379.77
6890,Urban,887,388.5
6891,Urban,791,336.09
6892,Urban,775,327.35
6894,Urban,730,302.78
6895,Urban,1115,512.99
6896,Urban,1093,500.98
6897,Urban,881,385.23
6898,Urban,1172,544.11
6899,Urban,787,333.9
6900,Urban,1187,552.3
6901,Urban,793,337.18
6902,Urban,982,440.37
6903,Urban,695,283.67
6904,Urban,1088,498.25
6905,Urban,918,405.43
6908,Urban,977,437.64
6909,Urban,887,388.5
6910,Urban,1126,519.0
6911,Urban,1152,533.19
6912,Urban,1073,490.06
6913,Urban,1199,558.85
6914,Urban,703,288.04
6915,Urban,999,449.65
6917,Urban,1024,463.3
6918,Urban,1015,458.39
6921,Urban,737,306.6
6922,Urban,949,422.35
6923,Urban,661,265.11
6924,Urban,703,288.04
6925,Urban,1094,501.52
6926,Urban,934,414.16
6928,Urban,1070,488.42
6930,Urban,1068,487.33
6931,Urban,664,266.74
6932,Urban,1188,552.85
6933,Urban,779,329.53
6934,Urban,995,447.47
6935,Urban,1099,504.25
6937,Urban,665,267.29
6938,Urban,1007,454.02
6939,Urban,847,366.66
6940,Urban,1015,458.39
6941,Urban,1038,470.95
6942,Urban,672,271.11
6943,Urban,1108,509.17
6945,Urban,714,294.04
6946,Urban,855,371.03
6947,Urban,1198,558.31
6948,Urban,946,420.72
6949,Urban,1048,476.41
6950,Urban,762,320.25
6951,Urban,830,357.38
6952,Urban,1026,464.4
6953,Urban,803,342.64
6954,Urban,775,327.35
6955,Urban,1173,544.66
6956,Urban,702,287.49
6957,Urban,838,361.75
6958,Urban,870,379.22
6959,Urban,882,385.77
6960,Urban,760,319.16
6961,Urban,771,325.17
6962,Urban,851,368.85
6963,Urban,901,396.15
6964,Urban,947,421.26
6966,Urban,1009,455.11
6968,Urban,666,267.84
6969,Urban,1018,460.03
6970,Urban,934,414.16
6971,Urban,736,306.06
6973,Urban,1033,468.22
6974,Urban,663,266.2
6975,Urban,995,447.47
6976,Urban,795,338.27
6977,Urban,1124,517.9
6978,Urban,1143,528.28
6979,Urban,880,384.68
6980,Urban,845,365.57
6981,Urban,1184,550.66
6982,Urban,725,300.05
6983,Urban,1068,487.33
6984,Urban,1023,462.76
6985,Urban,861,374.31
6986,Urban,1079,493.33
6987,Urban,1047,475.86
6988,Urban,918,405.43
6990,Urban,769,324.07
6991,Urban,1153,533.74
6992,Urban,956,426.18
6993,Urban,911,401.61
6995,Urban,1101,505.35
6996,Urban,886,387.96
6997,Urban,1116,513.54
6998,Urban,772,325.71
6999,Urban,684,277.66
7001,Urban,1157,535.92
7002,Urban,656,262.38
7004,Urban,833,359.02
7005,Urban,1066,486.24
7006,Urban,1195,556.67
7007,Urban,736,306.06
7008,Urban,861,374.31
7009,Urban,891,390.69
7010,Urban,1018,460.03
7011,Urban,813,348.1
7012,Urban,1055,480.23
7013,Urban,971,434.37
7014,Urban,809,345.91
7015,Urban,896,393.42
7016,Urban,1126,519.0
7017,Urban,657,262.92
7018,Urban,717,295.68
7019,Urban,1056,480.78
7020,Urban,866,377.04
7021,Urban,773,326.26
7023,Urban,903,397.24
7024,Urban,704,288.58
7025,Urban,721,297.87
7026,Urban,1128,520.09
7027,Urban,678,274.39
7029,Urban,698,285.31
7031,Urban,656,262.38
7032,Urban,1185,551.21
7033,Urban,730,302.78
7034,Urban,747,312.06
7035,Urban,766,322.44
7036,Urban,1118,514.63
7038,Urban,1138,525.55
7039,Urban,906,398.88
7040,Urban,1010,455.66
7041,Urban,918,405.43
7042,Urban,1125,518.45
7043,Urban,1198,558.31
7044,Urban,909,400.51
7045,Urban,854,370.48
7046,Urban,839,362.29
7047,Urban,675,272.75
7048,Urban,921,407.07
7049,Urban,904,397.78
7050,Urban,990,444.74
7051,Urban,1170,543.02
7052,Urban,655,261.83
7053,Urban,942,418.53
7054,Urban,792,336.63
7055,Urban,774,326.8
7056,Urban,914,403.24
7057,Urban,1126,519.0
7058,Urban,1012,456.75
7060,Urban,790,335.54
7061,Urban,1052,478.59
7062,Urban,871,379.77
7063,Urban,919,405.97
7064,Urban,824,354.1
7065,Urban,743,309.88
7066,Urban,1086,497.16
7067,Urban,922,407.61
7068,Urban,839,362.29
7069,Urban,926,409.8
7070,Urban,897,393.96
7071,Urban,680,275.48
7075,Urban,843,364.48
7076,Urban,931,412.53
7077,Urban,1088,498.25
7079,Urban,1199,558.85
7080,Urban,887,388.5
7081,Urban,1160,537.56
7083,Urban,1120,515.72
7084,Urban,1144,528.82
7086,Urban,704,288.58
7087,Urban,778,328.99
7089,Urban,687,279.3
7090,Urban,771,325.17
7091,Urban,827,355.74
7092,Urban,751,314.25
7094,Urban,853,369.94
7097,Urban,1145,529.37
7098,Urban,808,345.37
7100,Urban,893,391.78
7101,Urban,820,351.92
7102,Urban,876,382.5
7103,Urban,1050,477.5
7104,Urban,756,316.98
7105,Urban,777,328.44
7106,Urban,1047,475.86
7108,Urban,1107,508.62
7109,Urban,979,438.73
7110,Urban,728,301.69
7111,Urban,972,434.91
7112,Urban,869,378.67
7115,Urban,1164,539.74
7116,Urban,1078,492.79
7117,Urban,1144,528.82
7119,Urban,1115,512.99
7120,Urban,877,383.04
7122,Urban,1081,494.43
7124,Urban,778,328.99
7126,Urban,837,361.2
7127,Urban,971,434.37
7128,Urban,1158,536.47
7129,Urban,1079,493.33
7130,Urban,659,264.01
7131,Urban,1017,459.48
7132,Urban,926,409.8
7133,Urban,691,281.49
7134,Urban,818,350.83
7135,Urban,698,285.31
7136,Urban,1036,469.86
7137,Urban,694,283.12
7138,Urban,803,342.64
7140,Urban,871,379.77
7141,Urban,719,296.77
7142,Urban,864,375.94
7143,Urban,702,287.49
7145,Urban,1181,549.03
7147,Urban,1091,499.89
7148,Urban,897,393.96
7149,Urban,820,351.92
7150,Urban,856,371.58
7151,Urban,997,448.56
7152,Urban,861,374.31
7153,Urban,1103,506.44
7155,Urban,1052,478.59
7156,Urban,806,344.28
7157,Urban,938,416.35
7160,Urban,927,410.34
7162,Urban,826,355.2
7163,Urban,712,292.95
7164,Urban,1057,481.32
7165,Urban,984,441.46
7166,Urban,832,358.47
7167,Urban,948,421.81
7168,Urban,898,394.51
7169,Urban,953,424.54
7172,Urban,1026,464.4
7173,Urban,1081,494.43
7175,Urban,1165,540.29
7176,Urban,801,341.55
7178,Urban,859,373.21
7180,Urban,697,284.76
7181,Urban,727,301.14
7182,Urban,708,290.77
7183,Urban,906,398.88
7184,Urban,715,294.59
7185,Urban,1022,462.21
7187,Urban,1168,541.93
7188,Urban,779,329.53
7189,Urban,868,378.13
7190,Urban,1111,510.81
7191,Urban,696,284.22
7192,Urban,776,327.9
7194,Urban,1063,484.6
7195,Urban,1137,525.0
7197,Urban,1098,503.71
7199,Urban,664,266.74
7200,Urban,719,296.77
7201,Urban,1174,545.2
7202,Urban,741,308.79
7203,Urban,1013,457.3
7205,Urban,959,427.81
7206,Urban,1155,534.83
7208,Urban,656,262.38
7209,Urban,784,332.26
7210,Urban,1152,533.19
7211,Urban,1157,535.92
7214,Urban,784,332.26
7215,Urban,1103,506.44
7216,Urban,827,355.74
7217,Urban,934,414.16
7219,Urban,1030,466.58
7220,Urban,857,372.12
7221,Urban,1131,521.73
7222,Urban,840,362.84
7223,Urban,1038,470.95
7224,Urban,921,407.07
7225,Urban,781,330.63
7228,Urban,912,402.15
7230,Urban,986,442.56
7231,Urban,912,402.15
7233,Urban,723,298.96
7234,Urban,792,336.63
7236,Urban,687,279.3
7237,Urban,698,285.31
7238,Urban,865,376.49
7239,Urban,901,396.15
7240,Urban,1098,503.71
7241,Urban,1073,490.06
7242,Urban,1146,529.92
7243,Urban,656,262.38
7245,Urban,663,266.2
7247,Urban,1068,487.33
7248,Urban,1017,459.48
7249,Urban,893,391.78
7250,Urban,884,386.86
7253,Urban,1189,553.39
7254,Urban,844,365.02
7255,Urban,746,311.52
7256,Urban,847,366.66
7257,Urban,702,287.49
7258,Urban,816,349.74
7259,Urban,1135,523.91
7260,Urban,959,427.81
7261,Urban,920,406.52
7262,Urban,877,383.04
7263,Urban,729,302.23
7264,Urban,776,327.9
7265,Urban,932,413.07
7266,Urban,842,363.93
7267,Urban,888,389.05
7269,Urban,990,444.74
7270,Urban,1172,544.11
7271,Urban,766,322.44
7272,Urban,939,416.89
7273,Urban,777,328.44
7274,Urban,986,442.56
7276,Urban,977,437.64
7277,Urban,798,339.91
7278,Urban,1174,545.2
7279,Urban,1124,517.9
7280,Urban,753,315.34
7281,Urban,951,423.45
7282,Urban,1191,554.49
7283,Urban,940,417.44
7284,Urban,854,370.48
7285,Urban,940,417.44
7286,Urban,948,421.81
7288,Urban,821,352.47
7289,Urban,825,354.65
7290,Urban,868,378.13
7292,Urban,691,281.49
7293,Urban,835,360.11
7294,Urban,921,407.07
7296,Urban,728,301.69
7301,Urban,865,376.49
7302,Urban,693,282.58
7304,Urban,901,396.15
7306,Urban,938,416.35
7307,Urban,1068,487.33
7308,Urban,918,405.43
7309,Urban,1014,457.84
7310,Urban,972,434.91
7312,Urban,879,384.13
7313,Urban,1013,457.3
7314,Urban,986,442.56
7316,Urban,703,288.04
7317,Urban,1048,476.41
7319,Urban,960,428.36
7321,Urban,703,288.04
7322,Urban,783,331.72
7323,Urban,748,312.61
7324,Urban,1096,502.62
7325,Urban,876,382.5
7326,Urban,808,345.37
7327,Urban,1021,461.67
7328,Urban,958,427.27
7329,Urban,763,320.8
7330,Urban,797,339.36
7332,Urban,906,398.88
7333,Urban,874,381.4
7334,Urban,1164,539.74
7335,Urban,1114,512.44
7336,Urban,1093,500.98
7337,Urban,1026,464.4
7339,Urban,748,312.61
7340,Urban,1170,543.02
7341,Urban,1027,464.94
7342,Urban,811,347.01
7343,Urban,748,312.61
7344,Urban,1129,520.63
7345,Urban,1047,475.86
7346,Urban,1187,552.3
7347,Urban,1187,552.3
7348,Urban,1105,507.53
7349,Urban,837,361.2
7350,Urban,857,372.12
7352,Urban,1107,508.62
7353,Urban,752,314.79
7355,Urban,883,386.32
7356,Urban,660,264.56
7357,Urban,780,330.08
7358,Urban,941,417.99
7359,Urban,1075,491.15
7360,Urban,872,380.31
7361,Urban,992,445.83
7365,Urban,1194,556.12
7366,Urban,996,448.02
7368,Urban,748,312.61
7369,Urban,977,437.64
7370,Urban,778,328.99
7371,Urban,1163,539.2
7372,Urban,741,308.79
7373,Urban,732,303.87
7375,Urban,994,446.92
7376,Urban,918,405.43
7377,Urban,1200,559.4
7378,Urban,900,395.6
